TN,WFS_MAG,STAR_ID,AO_FRAMERATE,BINNING,DIMM,LAMBDA_LUCI,SR_LUCI,std_fit,std_temp,std_vibr,std_alias,std_meas,std_total,sr_estimation,SR_SAEB,SR_DIFF
20230427_111423,13.99238,LP 227-9,783.0,2,0.904582,1646.0,0.3923153,136.7029551110672,100.4336001502241,157.59595469377444,60.213812961942544,166.1672526305637,291.28740108230073,0.5005326966235496,0.29044068,-0.10187462
